id;productgroup;main_text;add_text;manufacturer
25078280;WASHINGMACHINES;HGG WAM BOSCH WAY2854D WEIÃŸ#;UNASSIGNED;BOSCH
62207280;CONTACT LENSES;EXTREME H2O TORIC6 STÜCKUNISEX;LINSEN;HYDROGEL V
66605995;BICYCLES;1751817000 KS CYCLING 20  KINDERFAHRRAD 6 GAENGE MOUNTAINBIKE (ATB) 4MASTERS;SPORT&FITNESS_FAHRRAEDER_KINDER-&JUGENDRAEDER;KS CYCLING
25405964;BICYCLES;28  ZOLL TREKKINGRAD DAMENFAHRRAD VEGAS 21 GÄNGE FLACHLENKER  53 cm;FAHRRAEDER // FAHRRAEDER TREKKING;SCHALOW & KROH GMBH
25782773;WASHINGMACHINES;KWN 6214 W;WASCHAUTOMAT;ZANKER
52587493;USB MEMORY;VERBATIM USB-STICK V3 16GB USB 3.0;263;BRANION LOGSERVE SOE LS1
49438565;WASHINGMACHINES;112 WASCHVOLLAUTOMAT VT 714D23 HOO ST 0001 0 11826 20160716;1860079;
30751960;USB MEMORY;SANDISK ULTRA USB 3.0 RED  32GB;DATENTRAEGER/PC-SPEICHER;SANDISK
26408657;WASHINGMACHINES;WMX 127 WPS  8KG 1600UMIN. A+++  11MX1273;WASCHMASCHINEN;MIELE
37632638;BICYCLES;LIV ROVE 1;FAHRRAEDER>>CROSSRAEDER>>CROSSRAEDER;LIV
26087057;WASHINGMACHINES;SIE WASCHAUTOMAT  WM14Y54D ST  1 WM14Y54D;24;
66614560;BICYCLES;1605445002 28  FITNESSBIKE VIKING MESSINA 4 RAHMENGROESSEN;SPORT&FITNESS_FAHRRAEDER_CROSSRAEDER;VIKING
51970027;WASHINGMACHINES;ES-DD 9144 W0-DE  ;00718__WASCHTROCKNER;SHARP
21166488;CONTACT LENSES;ECCO SILICONE COMFORT ZOOM (2X3), BC 8,6, DIA 14,2;UNASSIGNED;
37689874;BICYCLES;ORTLER PERIGOR HERREN;FAHRRAEDER>>TREKKINGRAEDER>>REISERAEDER;ORTLER
63928162;USB MEMORY;KINGSTON 32GB DT MICRODUO USB 3.0/ MICRO USB OTG, EAN: 740617230789;MEMORY ( USB FLASH );KINGSTON
17971399;CONTACT LENSES;SOFLENS DAILY DISPOSABLE TAGESLINSEN WEICH, 90 STUECK / BC 8.6 MM / DIA 14.2 / +3,25 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3101SPHERICCONTACTLENSES;BAUSCH & LOMB
62229672;CONTACT LENSES;PERFECT 30 T UV6 STÜCKUNISEX;LINSEN;MPG&E
62209596;CONTACT LENSES;PROCLEAR MULTIFOCAL6 STÜCKUNISEX;LINSEN;COOPER
68196140;USB MEMORY;FLASHDRIVE TRANSCEND JF780 16GB USB3 DUAL CHANNEL SPEED UP TO 140/40MBS;20406_PAMIECI FLASH;TRANSCEND
37717411;BICYCLES;CREME CAFERACER UNO MEN 3-SPEED BLACK;FAHRRAEDER>>CITYRAEDER>>DELHERRENRAEDER3-7-GANG;CREME
28046380;USB MEMORY;413830 INTENSO USB-STICK 16GB RAINBOW LINE RAINBOW LINE;02124__COMPUTERTECHNIK&BUERO-ORGANISATION_MEDIEN/LESEGERAETE_USB-MEMORY;INTENSO
57393437;USB MEMORY;USB 2.0 STICK 64GB, CRUZER GLIDE;18__USB STICKS;SANDISK
22756463;USB MEMORY;INTEGRAL ARC USB 2.0 8GB META;3-33-328_COMPUTERS & ACCESSORIES_PERIPHERALS_USB FLASH DRIVE;INTEGRAL MEMORY
61065706;CONTACT LENSES;FOCUS DAILIES TORIC 30-ER;UNASSIGNED;ALCON PHARMA
62236505;CONTACT LENSES;AIR OPTIX FOR ASTIGM.6 STÜCKUNISEX;LINSEN;CIBA
51839630;USB MEMORY;FD32GBA3M3USB30-EF ATTACHE BLACK  ;03510__USB STICK;PNY
73625230;CONTACT LENSES;029 0Z-ALPHA;515;
30007491;USB MEMORY;SANDISK 8GB USB FLASH BLADE CRUZER;H100__GENERAL HARDWARE;SANDISK
35937540;CONTACT LENSES;VISION COMFORT MONTHLY TORIC;15350;CONTA OPTIK
37749912;BICYCLES;TESTRAD: SERIOUS ROCKVILLE 26 BLACK/BLUE;RESTPOSTEN>>FAHRRADRESTPOSTEN>>MTBS&FULLYS;SERIOUS
40847887;WASHINGMACHINES;AEG L5460FL WASCHMASCHINE FRONTLADER IN WHITE;26;
23746232;WASHINGMACHINES;WASCHVOLLAUTOMAT SIEMENS WM14E4D2 IQ300 ECOEDITION;UNASSIGNED;
37712783;BICYCLES;ORBEA CARPE 30 BLACK;FAHRRAD.DE>>FAHRRAEDER>>OLDURBAN;ORBEA
21018104;CONTACT LENSES;CL00661 IWEAR EXTRA;CL;ALCON PHARMA GMBH
26465018;WASHINGMACHINES;WA 5720 W 7KG 1400 U/MIN WASCHMASCHINE;WASCHMASCHINEN;BOMANN
26366263;WASHINGMACHINES;WDA 111 WCS  11DA1111D;WASCHMASCHINEN;MIELE
27939468;USB MEMORY;1405069 SAMSUNG USB-STICK DUO 32GB USB 3.0 DUO;02124__COMPUTERTECHNIK&BUERO-ORGANISATION_MEDIEN/LESEGERAETE_USB-MEMORY;SAMSUNG
23656758;WASHINGMACHINES;WAT 6513 DD WEISS  WASCHMASCHINE, TOPLADER, 6,5 KG FUELLMENGE, SCHLEUDERDREHZAHL U/MIN: MAXIMAL 1.300, STARTZEITVORWAHL, FAVORITENSPEICHER, DISPLAY, PROGRAMMABLAUFANZEIGE, RESTZEITANZEIGE, AQUAECO (WASCHEN MIT BIS ZU 50% WASSERERSPARNIS), PROGRAMME UND OPTIONEN: FRESHFINISH, GREEN & CLEAN, SPORTWAESCHE, WOLLE, ZEN TEC 858351403050;WASCHMASCHINEN (STAND);BAUKNECHT
36093897;USB MEMORY;70584 4GB USB STICK JETFLASH 330 USB 2.0 WEISS  ME: PE:;SPEICHERMEDIEN__USB-STICK;TRANSIMEX SERVICE GMBH
16477282;USB MEMORY;HAMA OTG LAETA TWIN 64GB USB-STICK 2.0 GRAU;PC__1100COMPUTINGMEMORY__1105USBFLASHDRIVES;HAMA
37745819;BICYCLES;CROSS GRX 9 27,5;FAHRRAEDER>>MOUNTAINBIKES>>HARDTAILSBIS500;CROSS
65504766;USB MEMORY;T78940;18__USB STICKS;TDK
40229946;USB MEMORY;USB-STICK  8GB INTENSO 2.0 BUSINESS LINE;USBSTICKS;INTENSO
26376535;WASHINGMACHINES;WT2796 WPM  WASCHTROCKNER;WASCHMASCHINEN;MIELE
62751956;WASHINGMACHINES;5970795 5970795  WASCHTROCKNER WD94141DE;133501__SANITAER_STANDGERAETE_WASCHEN;
62205796;CONTACT LENSES;PUREVISION 26 STÜCKUNISEX;LINSEN;B&L
72392337;CONTACT LENSES;DAILIES AQUA COMFORT+ MF MED;CL;ALCON
42317899;BICYCLES;FALTRAD DAHON MU UNO SCHWARZ-ROT .;1_99_5;DAHON
42315123;BICYCLES;MERIDA CROSSWAY 500 LADY GELB/SCHWARZ 54 CM;1_7_3;MERIDA
37641874;BICYCLES;CUBE NUTRAIL FATBIKE BLACK'N'FLASHRED;FAHRRAEDER>>MOUNTAINBIKES>>CROSSCOUNTRY/RACEHT;CUBE
40663683;USB MEMORY;ZZ USB-STICK  64GB KINGSTON HYPERX FURY  USB 3.0 (BLACK) RET;USB-SPEICHER;KINGSTON
26379519;WASHINGMACHINES;WMG120 WPS WASCHMASCHINE;WASCHMASCHINEN;MIELE
62230798;CONTACT LENSES;RYTHMIC TORIC6 STÜCKUNISEX;LINSEN;COOPER
67287140;BICYCLES;651399  FITNESSBIKE 28 FITNESSBIKE 28 SCHWARZ 1;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_FAHRRAEDER;
23597567;WASHINGMACHINES;WMY 71443 PTLE;WEISSEWAREFRONTLADER;BEKO
67067857;WASHINGMACHINES;388565  WASCHMASCHINE WASCHMASCHINE EH192 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
60957907;CONTACT LENSES;8433  OPTIMEDICS NATURAL TORIC SIH (1 X WIRD NACHGELIEFERT);UNASSIGNED;
72359892;CONTACT LENSES;CONTACTLINSEN WÖHLK-CONTACTLINSEN GMBH ZEISS CONTACT DAY 1 EASY WEAR 3;CL;WÖHLK-CONTACTLINSEN GMBH
62209870;CONTACT LENSES;BIOFINITY TORIC 6ER BOX6 STÜCKUNISEX;LINSEN;COOPER
62236636;CONTACT LENSES;ECCO CHANGE 30 T3 STÜCKUNISEX;LINSEN;MPG&E
19225172;BICYCLES;KS CYCLING FAHRRAEDER BMX FREESTYLE COBALT, SCHWARZ-ROT, 20 ZOLL, 606B;SPORTS__30000WHEELED__30070BIKES;KS CYCLING
67392214;BICYCLES;855968  BMX 20 1G TOKYO BMX 20 1G TOKYO SCHWARZ;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_FAHRRÄDER;
42296289;BICYCLES;MERIDA JULIET 7.40-D SCHWARZ/NEONROT 38 CM;1_1_9;MERIDA
62234960;CONTACT LENSES;FREQUENCY XCEL TORIC3 STÜCKUNISEX;LINSEN;COOPER
37747348;BICYCLES;SERIOUS ROCKVILLE 26 WHITE;FAHRRAEDER>>MOUNTAINBIKES>>HARDTAILSBIS500;SERIOUS
62217503;CONTACT LENSES;ECCO CHANGE 30 T3 STÜCKUNISEX;LINSEN;MPG&E
67042851;WASHINGMACHINES;461485  EINB-WASCHTROCKNER EINBAU-WASCHTROCKNER EH192 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_EINBAUWASCHTROCKNER;
23628626;WASHINGMACHINES;WMB 71443 LE WEISS  WASCHMASCHINE, 7 KG FUELLMENGE, SCHLEUDERDREHZAHL U/MIN: MAXIMAL 1.400, SCHONTROMMEL, 16 WASCHPROGRAMME, STARTZEITVORWAHL, DISPLAY, PROGRAMMABLAUFANZEIGE, RESTZEITANZEIGE, FLUESSIGWASCHMITTELEINSATZ, PROGRAMME UND OPTIONEN: ACTIVE WASH, BABY PROTECT, BUNTWAESCHE, HANDWAESCHE, SELBSTREINIGUNG, WOLLE, WMB 71443 LE;WASCHMASCHINEN (STAND);BEKO
48992551;USB MEMORY;XLYNE USB-STICK WAVE 7116004 16GB__5 STAR LEISTUNGSSTARKE USB-STICKS.;EDV-ZUBEHOR UND SOFTWARE__3__USB-STICKS UND ZUBEHOER__45;XLYNE
66680787;WASHINGMACHINES;AEG L61470WDBI;30001613;AEG ELECTROLUX
65721519;USB MEMORY;VERBATIM MINI METAL;SPEICHER __ DATENTRAEGER/PC-SPEICHER __ USB-STICKS;VERBATIM
66608828;BICYCLES;1640588000 BACHTENKIRCH BACHTENKIRCH 14 ZOLL KINDERFAHRRAD RACY;SPORT&FITNESS_FAHRRAEDER_KINDER-&JUGENDRAEDER;BACHTENKIRCH
59367591;USB MEMORY;USB-STICK 8GB;1;
31289130;USB MEMORY;USB STICK, KAPAZITAET 8,0 GB;209010;BRANION GMBH
32646262;USB MEMORY;LAN USB MININAS SANDISK CONNECT WIRELESS STICK 128 GB  STUECKOE;NETZWERK;SANDISK
19681076;CONTACT LENSES;AIR OPTIX NIGHT & DAY AQUA MONATSLINSEN WEICH, 6 STUECK / BC 8.6 MM / DIA 13.8 / -07.50 DIOPTRIEN;HEALTH&PERSONALCARE__3000HEALTHCARE__3042CONTACTLENSES;ALCON
49012495;WASHINGMACHINES;WDB030WCS ECO;WASCHMASCHINE;MIELE
37726438;BICYCLES;CUBE ATTAIN GTC CARBON'N'RED;FAHRRAEDER>>RENNRAEDER>>RENNRAEDER;CUBE
62234274;CONTACT LENSES;AIR OPTIX FOR ASTIGM.6 STÜCKUNISEX;LINSEN;CIBA
29133463;WASHINGMACHINES;GORE WAMA W6543/S  A+++WH  PCK:377344000 PEH:0 MEH:ST;ANDERE PRODUKTGRUPPEN;GORENJE
67019651;WASHINGMACHINES;163053  WASCHMASCHINE WASCHMASCHINE EH19 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
42312540;BICYCLES;FUJI DYNAMITE 24 PRO SCHWARZ/BLAU 33 CM;1_6_12;FUJI
68202440;USB MEMORY;EMTEC MEMORY 8GB USB 2.0 ''MR HAWAI'' SMILEY WORLD (15MB/S 5MB/S) YELLOW;51215_EMTEC PENDRIVE FLASH USB;EMTEC
42313231;BICYCLES;S'COOL XXLITE COMP 20-7 DUNKELROT 28 CM;1_6_11;S'COOL
37636510;BICYCLES;2. WAHL: SERIOUS PROVO TRAIL 27,5;RESTPOSTEN>>FAHRRADRESTPOSTEN>>MTBS&FULLYS;SERIOUS
62207940;CONTACT LENSES;AIR OPTIX FOR ASTIGM.6 STÜCKUNISEX;LINSEN;CIBA
40850427;WASHINGMACHINES;GORENJE W 5523/S WASCHMASCHINE IN WHITE;26;
62212439;CONTACT LENSES;BIOFINITY TORIC 6ER BOX6 STÜCKUNISEX;LINSEN;COOPER
62216808;CONTACT LENSES;PUREVISION2 PRESBYOPIA3 STÜCKUNISEX;LINSEN;B&L
66729990;USB MEMORY;USB-STICK 3.0 NANO RING - 16 GB ODER 32 GB, | SCHWARZ - 32 GO;1011-391_HIGH TECH-STOCKAGE;EMTEC
62235572;CONTACT LENSES;ACUVUE OASYS FOR ASTIGMATISM6 STÜCKUNISEX;LINSEN;J&J
53957473;USB MEMORY;VERBATIM USB-STICK 32GB 3.0 LIGHTNING ISTORE'N'GO;UNASSIGNED;VERBATIM
66610972;BICYCLES;1562639000 PROPHETE CITY-FALTRAD 20  GENIESSER 1.1;SPORT&FITNESS_FAHRRAEDER_FALT-&KLAPPRAEDER;PROPHETE
42316929;BICYCLES;BOCAS LILLITH WAVE MINT 34 CM;1_6_12;BOCAS
22786538;USB MEMORY;CSR USB-S 32GB FLASH VOYAGER GT;MASSENSPEICHER/STORA__SPEICHER ERWEITERUNG__SPEICHERMODULE USB S;CORSAIR
55948027;BICYCLES;PROPH.DA.TREK.BIKE ENT.6.3 28Z AKTION:0;84;
61118053;CONTACT LENSES;1-DAY ACUVUE MOIST FOR ASTIGMATISM 30ER BOX;CL;
62209780;CONTACT LENSES;FOCUS DAILIES TORIC30 STÜCKUNISEX;LINSEN;CIBA
65784596;USB MEMORY;VERBATIM STORE N GO PINSTRIPE;SPEICHER __ DATENTRAEGER/PC-SPEICHER __ USB-STICKS;VERBATIM
48583110;WASHINGMACHINES;FRONTLADER WASCHMASCHINE GORENJE WA6840, WEISS;UNASSIGNED;GORENJE
21175782;WASHINGMACHINES;WAN282H0 Waschvollautomat, WAN282H0, Waschvollautomat / A+++ / 1.400U/min / 7,0;8010;
62203944;CONTACT LENSES;PROCLEAR TORIC6 STÜCKUNISEX;LINSEN;COOPER
23595271;WASHINGMACHINES;WMB 120 WPS WASCHMASCHINE 1600 UPM, 8 KG, A+++, OUTDOOR;WASCHMASCHINENELEKTROGROSSGERAETE;MIELE
66431689;USB MEMORY;STICK USB3.0 32GB  GOODRAM TWISTER [BK] RT;1011_FLASHKARTEN / USB-STICK;GOODRAM
16967399;CONTACT LENSES;ACUVUE 1-DAY MOIST MULTIFOCAL TAGESLINSEN WEICH, 30 STUECK / BC 8.4 MM / DIA 14.30 / ADD LOW / -8 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3103MULTIFOCALCONTACTLENSES;ACUVUE
64222351;USB MEMORY;USB UV100 8GB 2.0 RED;PERIPHERALS __ FLASH MEMORY __ USB MEMORY STICKS;ADATA
62227407;CONTACT LENSES;1-DAY ACUVUE MOIST FOR ASTIGMA30 STÜCKUNISEX;LINSEN;J&J
63629135;BICYCLES;BMX FREESTYLE 20'' COBALT SCHWARZ-GRUEN KS CYCLING;SPORT & FREIZEIT__BMX;KS CYCLING
23666580;WASHINGMACHINES;IWSC 51051 C ECO EU WEISS  WASCHMASCHINE, 5 KG FUELLMENGE, SCHLEUDERDREHZAHL U/MIN: MAXIMAL 1.000, 16 WASCHPROGRAMME, STARTZEITVORWAHL, PROGRAMME UND OPTIONEN: GARDINEN, SEIDE, SPORTSCHUHE, WOLLE, MENGENAUTOMATIK, ENERGIEEFFIZIENZKLASSE A+, BREITE: 595MM, HOEHE: 850MM, TIEFE: 420MM  89350;WASCHMASCHINEN (STAND);INDESIT
62207987;CONTACT LENSES;EXTREME H2O6 STÜCKUNISEX;LINSEN;HYDROGEL V
37210793;WASHINGMACHINES;ZANUSSI WASCHMASCHINE TOPLADER ZWQ61215C, A+++, 6 KG, 1200 U/MIN 478741;831__WASCHMASCHINEN;ZANUSSI
23496198;WASHINGMACHINES;L61470WD;WEISSEWAREWASCHTROCKNER;A E G
62228518;CONTACT LENSES;BIOFINITY TORIC 3ER BOX3 STÜCKUNISEX;LINSEN;COOPER
53525441;BICYCLES;ALU CITY FALTRAD D GENIESSER SCHWARZ 20 ZOLL 3 GAENGE;9611__FREIZEIT/WOHNEN_FAHRRAD_TOURENFAHRRAEDER;SI ZWEIRAD VERTRIEBS GMBH
23647178;WASHINGMACHINES;LAVAMAT OEKO HWD WEISS  WASCHTROCKNER, WAERMEPUMPEN-TECHNOLOGIE, 9 KG FUELLMENGE WASCHEN, 6 KG FUELLMENGE TROCKNEN, SCHLEUDERDREHZAHL U/MIN: MAXIMAL 1.600, PROTEX XXL PLUS-SCHONTROMMEL, STARTZEITVORWAHL, LOGICCONTROL LC-DISPLAY, INTEGRIERTE FLUESSIGWASCHMITTELEINSPUELUNG, PROGRAMME UND OPTIONEN: ALLERGIE, LEICHT BUEGELN, F 914605913;WASCHTROCKNER (STAND);AEG
61118770;CONTACT LENSES;1-DAY ACUVUE MOIST FOR ASTIGMATISM 30ER BOX;CL;
40849067;WASHINGMACHINES;AEG L7347FL WASCHMASCHINE (FS FRONTLOADER) IN WHITE;26;
62203008;CONTACT LENSES;BIOMEDICS TORIC UV6 STÜCKUNISEX;LINSEN;COOPER
66365778;USB MEMORY;SANDISKCRUZERFIT8GBUSB2.0;LAUFWERKE / SPEICHERMEDIEN_FLASH-SPEICHERMEDIEN_USB-STICKS;
61117091;CONTACT LENSES;CONTACT DAY 1 EASY WEAR 90-ER;UNASSIGNED;WÖHLK
73019430;BICYCLES;RC-Modul-Set Plus;43;Geobra Brandstätter
62227286;CONTACT LENSES;PUREVISION 2HD FOR ASTIGMATISM6 STÜCKUNISEX;LINSEN;B&L
62225813;CONTACT LENSES;1-DAY ACUVUE MOIST FOR ASTIGMA30 STÜCKUNISEX;LINSEN;J&J
42325168;BICYCLES;KID BIBI 12,5 ZOLL PINK .;1_6_8;BACHTENKIRCH
42295910;BICYCLES;PUKY KINDERRAD ZLX 16-1 ALU ORANGE .;1_6_9;PUKY
24929602;BICYCLES;W.CITY M.KORB DAMEN28Z KW20;620130__TREKKINGRAEDER;
72293369;CONTACT LENSES;CONTACTLINSEN COOPER OPTIONS AS TORI;CL;COOPER
29189897;WASHINGMACHINES;BOSC WAMA WAE28426  A+++ WH  PCK:1 PEH:0 MEH:ST;ANDERE PRODUKTGRUPPEN;BOSCH
29975632;WASHINGMACHINES;WASCHAUTOMAT  SIEMENS WM14E3;6940510;
62215036;CONTACT LENSES;ECCO SILICONE COMFORT T6 STÜCKUNISEX;LINSEN;MPG&E
62203143;CONTACT LENSES;BIOFINITY MULTIFOCAL6 STÜCKUNISEX;LINSEN;COOPER
67276000;WASHINGMACHINES;114349  TOPLADER TOPLADER EH192 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
53951577;USB MEMORY;TRANSCEND JETFLASH V90C MLC 4GB USBSTICK USB2.0 MODERN;UNASSIGNED;TRANSCEND
23765499;USB MEMORY;7 CF 2 GB;3007;LEXAR MEDIA
59198152;BICYCLES;TREKKINGRAD DAMEN  28ER 21-GANG;6640130;
25796548;WASHINGMACHINES;NA 147 VB 5 WDE A+++;WASCHMASCHINE FRONTLADER;PANASONIC
58128227;BICYCLES;PROPHETE Nostalgie 28  NOBLESSE 1.4 28 ;878708706__FAHRRAD_FAHRRAEDER_CITYRAEDER;SI ZWEIRAD VERTRIEBS GMBH
65460875;USB MEMORY;OEUSB-STICK  32GB SAMSUNG MUF-32CB/EU RETAIL;USB-SPEICHER;SAMSUNG
77551834;USB MEMORY;SANDISK CRUZER EDGE 32 GB USB STICK;28011008;SANDISK
42296546;BICYCLES;MERIDA BIG.NINE 100 SE SCHWARZ/WEISS/GELB 48 CM;1_1_5;MERIDA
62206616;CONTACT LENSES;PROCLEAR MULTIFOCAL6 STÜCKUNISEX;LINSEN;COOPER
62225146;CONTACT LENSES;PUREVISION TORIC6 STÜCKUNISEX;LINSEN;B&L
66899967;BICYCLES;479011  MTB 275 MTB 27,5 MORAREDMATT 2;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_MOUNTAINBIKE;
62203611;CONTACT LENSES;PROCLEAR TORIC6 STÜCKUNISEX;LINSEN;COOPER
25639024;WASHINGMACHINES;TELEFUNKEN FRONTLADER TFW 4421 FC2 A++  STAND.-VAR.;ELEKTRO-GROSSGERAETE // WASCHAUTOMATEN;VESTEL GERMANY GMBH
24149357;WASHINGMACHINES;WASCHVOLLAUTOMAT WAB28270|| EEK:A+++,1400U/MIN,6KG BELADUNG  5045129;412;ROBERT BOSCH HAUSGERAETE GMBH
62215885;CONTACT LENSES;PUREVISION TORIC6 STÜCKUNISEX;LINSEN;B&L
42305780;BICYCLES;BICYCLES ALMERIA SL WAVE HELLBRAUN GLAENZEND 50 CM;1_4_1;BICYCLES
37752079;BICYCLES;MADD GEAR MGP-XT MINI TERRAIN GREEN;FAHRRAEDER>>KINDERFAHRRAEDER>>SCOOTER&ROLLER;MADD GEAR
19688783;BICYCLES;KS CYCLING HERREN FAHRRAD TREKKINGRAD NORFOLK RH 53 CM MULTIPOSITIONSLENKER, SCHWARZ, 28, 140T;SPORTS__30000WHEELED__30070BIKES;KS CYCLING
66672724;USB MEMORY;CORSAIR FLASH VOYAGER USB3.0;30000785;CORSAIR MEMORY
65542831;USB MEMORY;USB  32GB  7/19 JFLASH 510G  GD TRC  PCK:91000 PEH:0 MEH:ST;3__COMPUTER__STORAGE;TRANSCEND
61854472;USB MEMORY;USB  16GB  100/20 SECURE PRO  U3 BK VER  PCK:149175 PEH:0 MEH:ST;3__COMPUTER__STORAGE;VERBATIM
28955249;USB MEMORY;DRIVE FLASH USB 2GB;BRAUNE WARE__AV-ZUBEHOER__SONST. ZUBEHOER;BOSE
17777866;CONTACT LENSES;FRESHLOOK ONE DAY BLUE TAGESLINSEN WEICH, 10 STUECK / BC 8.6 MM / DIA 13.8 / -1.75 DIOPTRIEN;HEALTH&PERSONALCARE__3000HEALTHCARE__3042CONTACTLENSES;ALCON
63926098;USB MEMORY;TRANSCEND 8GB JETFLASH 590, BLACK;MEMORY ( USB FLASH );TRANSCEND
20434587;CONTACT LENSES;ACUVUE 1-DAY TRUEYE TAGESLINSEN WEICH, 30 STUECK / BC 9 MM / DIA 14.2 / -3.25 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3101SPHERICCONTACTLENSES;ACUVUE
23644096;WASHINGMACHINES;WD72J5400AW WEISS  WASCHTROCKNER, 7 KG FUELLMENGE WASCHEN, 5 KG FUELLMENGE TROCKNEN, SCHLEUDERDREHZAHL U/MIN: MAXIMAL 1.400, DIAMOND PFLEGETROMMEL, ENDZEITVORWAHL, DISPLAY, PROGRAMME UND OPTIONEN: AIR WASH (NUTZT LUFT ZUR SANFTEN REINIGUNG EMPFINDLICHER STOFFE), FLECKEN, WOLLE, INVERTER-MOTOR (BUERSTENLOS, LANGLEBIG,  WD72J5400AW/EG;WASCHTROCKNER (STAND);SAMSUNG
66436532;USB MEMORY;STICK USB3.0 16GB TOSHIBA TRANSMEMORY MX [BK] RT;1011_FLASHKARTEN / USB-STICK;TOSHIBA
48991975;USB MEMORY;USB-STICK CM16OB000 16GB BLAU__5 STAR LEISTUNGSSTARKE USB-STICKS.;EDV-ZUBEHOR UND SOFTWARE__3__USB-STICKS UND ZUBEHOER__45;XLYNE
42295419;BICYCLES;BERGAMONT TRAILSTER 6.0 SCHWARZ/BLAU/ORANGE 42 CM;1_1_8;BERGAMONT
26234745;USB MEMORY;JETFLASH 500 (4GB);WECHSEL-LAUFWERKE;TRANSCEND
65584030;USB MEMORY;USB  64GB  6/16 JFLASH 500  TRC  PCK:130000 PEH:0 MEH:ST;3__COMPUTER__STORAGE;TRANSCEND
62236752;CONTACT LENSES;BIOFINITY TORIC 3ER BOX3 STÜCKUNISEX;LINSEN;COOPER
49054880;WASHINGMACHINES;WM-14W59A;20251035__STAND-WASCHMASCHINE;SIEMENS
48594426;WASHINGMACHINES;BAUKNECHT WAT PLATINUM 42 BW;5060;BAUKNECHT HAUSGERAETE GMBH
67215995;WASHINGMACHINES;898564  WASCHMASCHINE WASCHMASCHINE WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
29177091;WASHINGMACHINES;SAMS WAMA WF7802XEC/XEG  A  WH  PCK:1 PEH:0 MEH:ST;ANDERE PRODUKTGRUPPEN;SAMSUNG
37703413;BICYCLES;CUBE TOWN BLACK GLOSSY;FAHRRAEDER>>TREKKINGRAEDER>>TREKKING&TRAVELBIKES;CUBE
20139591;USB MEMORY;KINGSTON DT100G3/16GB DATATRAVELER 100 G3, USB 3.1 (40MB/S R, 10MB/S W) SCHWARZ;PC__1100COMPUTINGMEMORY__1105USBFLASHDRIVES;KINGSTON
42321429;BICYCLES;BICYCLES EXT800-S TR NICKEL GREY 50 CM;1_2_3;BICYCLES
42306510;BICYCLES;BERGAMONT ROXTAR 7.0 SCHWARZ/SILBER/GRUEN 42 CM;1_1_6;BERGAMONT
66615509;USB MEMORY;1589817002 XLAYER USBSTICK COMPACT 16 GB;TECHNIK&MULTIMEDIA_FESTPLATTEN&SPEICHER_USBSTICKS;XLAYER
37712455;BICYCLES;CINELLI GAZZETTA BLACK FRIARS;FAHRRAEDER>>SINGLESPEED>>OLDSINGLESPEEDMITRENNRADLENKER;CINELLI
25370677;BICYCLES;CITYFAHRRAD 6 GÄNGE DAMENFAHRRAD EDEN 28 ZOLL  weiß;FAHRRAEDER // FAHRRAEDER CITY-BIKES;SCHALOW & KROH GMBH
62216912;CONTACT LENSES;AIR OPTIX FOR ASTIGMATISM3 STÜCKUNISEX;LINSEN;CIBA
26378394;WASHINGMACHINES;WS 12 T 440 45CM TIEF/AQUASTOP;WASCHMASCHINEN;SIEMENS
62202904;CONTACT LENSES;SOFLENS TORIC6 STÜCKUNISEX;LINSEN;B&L
42336691;BICYCLES;BICYCLES EXT2000 HERREN ANTHRAZIT MATT 55 CM;1_2_4;BICYCLES
52274314;USB MEMORY;FD007402 STARWARS STORMTROOPER 8GB  ;03510__USB STICK;TRIBE
25089932;WASHINGMACHINES;HGG WAM AEG L74484WVFL LAVAMAT WEIÃŸ;UNASSIGNED;AEG
37761638;BICYCLES;2. WAHL: RIDLEY BIKES X-BOW 20 DISC BLACK/RED/WHITE;RESTPOSTEN>>FAHRRADRESTPOSTEN>>ROADBIKES;RIDLEY BIKES
66931734;WASHINGMACHINES;413027  WASCHMASCHINE WASCHMASCHINE EH19 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
62228366;CONTACT LENSES;PUREVISION TORIC6 STÜCKUNISEX;LINSEN;B&L
40716565;USB MEMORY;USB-STICK 16GB MEDIARANGE USB 2.0 OTG;USB-SPEICHER;MEDIARANGE
20991444;USB MEMORY;SP Verbatim PinStripe USB-3.0-Stick 32 GB;40;
